,KODE_KANTOR,KANTOR_CABANG,KODE_KANWIL,KANWIL,KODE_PPK,NAMA_PPK,ALAMAT_PPK,KODE_POS_PPK,TELEPON_AREA_PPK,TELEPON_PPK,CONTACT_PERSON,TELEPON_PEMILIK,TELEPON_EXT_PEMILIK,NO_PPK,JENIS_FASKES,TGL_PPK,STATUS,ADDRESS,location,point,latitude,longitude
140,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-342677,KLINIK PRATAMA KF 289 BANDUNG,JL. BKR 87 BANDUNG,,,022 522 9766,0813 4276 3089,022 522 9766,022 522 9766,7-6649611354,KLINIK TC,24/Jul/2017 00:00:00,AKTIF,"KLINIK PRATAMA KF 289 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
141,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-342678,KLINIK PRATAMA KIMIA FARMA PENDIDIKAN UNPAD,JL. IR.H.JUANDA 248 BANDUNG,,,022 8252 6432,0813 4276 3089,022 8252 6432,022 8252 6432,7-6649415661,KLINIK TC,24/Jul/2017 00:00:00,AKTIF,"KLINIK PRATAMA KIMIA FARMA PENDIDIKAN UNPAD,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
142,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-342679,KLINIK KIMIA FARMA 11 BANDUNG,JL. SUPRATMAN 72 BANDUNG,,,022 727 1413,0813 4276 3089,022 727 1413,022 727 1413,7-6648843840,KLINIK TC,24/Jul/2017 00:00:00,AKTIF,"KLINIK KIMIA FARMA 11 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
143,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-342680,APOTEK KIMIA FARMA 51 BANDUNG,"JL. SULANJANA, TAMANSARI, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT",,22.0,022. 420 3331,081342763089,022. 420 3331,022. 420 3331,7-6647165465,KLINIK TC,24/Jul/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 51 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
144,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301214,APOTEK KIMIA FARMA TUBAGUS ISMAIL,"JL. TUBAGUS ISMAIL NO 39, BANDUNG",,22.0,20512096,081342763089,20512096,20512096,7-6165964575,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA TUBAGUS ISMAIL,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
145,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301208,APOTEK KIMIA FARMA CIUMBULEUIT,JL. CIUMBULEUIT NO 73 BANDUNG,,22.0,82602181,081342763089,82602181,82602181,7-6165110184,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA CIUMBULEUIT,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
146,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301215,APOTEK KIMIA FARMA UNPAD,"JL. IR H. JUANDA NO 248, BANDUNG",,22.0,82526432,081342763089,82526432,82526432,7-6164747463,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA UNPAD,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
147,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301206,APOTEK KIMIA FARMA CIJERAH,"JL. MELONG ASIH NO 67, BANDUNG",,22.0,93272767,081342763089,93272767,93272767,7-6164659602,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA CIJERAH,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
148,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301205,APOTEK KIMIA FARMA CIBADUYUT,JL. CIBADUYUT RAYA NO. 69 B BANDUNG,,22.0,93278127,081342763089,93278127,93278127,7-6164536771,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA CIBADUYUT,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
149,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301207,APOTEK KIMIA FARMA CIPACING,JL. CIPACING KM 21 RANCAEKEK BANDUNG,,22.0,93272327,081342763089,93272327,93272327,7-6163970420,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA CIPACING,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
150,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301211,APOTEK KIMIA FARMA SETIABUDI BANDUNG,JL. SETIABUDI NO 36. BANDUNG,,22.0,0222038048,081342763089,0222038048,0222038048,7-6163791339,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA SETIABUDI BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
151,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301210,APOTEK KIMIA FARMA KF SINDANGLAYA BANDUNG,JL. SUKAMISKIN NO 162B BANDUNG,,22.0,0227278664,081342763089,0227278664,0227278664,7-6163640508,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA KF SINDANGLAYA BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
152,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301213,APOTEK KIMIA FARMA TERUSAN BUBAT BANDUNG,"JL. TERUSAN BUAH BATU NO 219, BANDUNG",,22.0,91932777,081342763089,91932777,91932777,7-6163491757,RUMAH SAKIT TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA TERUSAN BUBAT BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
153,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301209,APOTEK KIMIA FARMA GATSU BANDUNG,JL. GATOT SUBROTO NO 235 BANDUNG,,22.0,0227318160,081342763089,0227318160,0227318160,7-6162992466,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA GATSU BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
154,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301202,APOTEK KIMIA FARMA 405 SUBANG,JL. OTISTA NO 199 SUBANG,,22.0,022420272,081342763089,022420272,022420272,7-6162753335,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 405 SUBANG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
155,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301201,APOTEK KIMIA FARMA 380 BANDUNG,"JL. PURWAKARTA NO 43, BANDUNG",,22.0,0227232689,081342763089,0227232689,0227232689,7-6161490076,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 380 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
156,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301200,APOTEK KIMIA FARMA 360 SUMEDANG,JL. PRABU GEUSAN ULUN NO 82 SUMEDANG,,261.0,0261201063,081342763089,0261201063,0261201063,7-6161236365,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 360 SUMEDANG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
157,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301199,APOTEK KIMIA FARMA 356 BANDUNG,"JL. BANTENG NO 96, BANDUNG",,22.0,0227319311,081342763089,0227319311,0227319311,7-6161105294,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 356 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
158,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301198,APOTEK KIMIA FARMA 355 BANDUNG,JL. LEUMAH NEUNDEUT NO 1E BANDUNG,,22.0,87783619,081342763089,87783619,87783619,7-6160971183,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 355 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
159,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301197,APOTEK KIMIA FARMA 320 BANDUNG,"JL. CINUNUK NO 192, BANDUNG",,22.0,0227801875,081342763089,0227801875,0227801875,7-6159356841,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 320 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
160,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301196,APOTEK KIMIA FARMA 319 BANDUNG,"JL. RAYA VENUS NO 27, BANDUNG",,22.0,0227564623,081342763089,0227564623,0227564623,7-6159206830,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 319 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
161,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301195,APOTEK KIMIA FARMA 289 BANDUNG,"JL. BKR NO 87, BANDUNG",,22.0,0225229766,081342763089,0225229766,0225229766,7-6159001409,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 289 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
162,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301194,APOTEK KIMIA FARMA 240 BANDUNG,JL. RANCABOLANG NO 60,,22.0,0227516751,081342763089,0227516751,0227516751,7-6158888948,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 240 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
163,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301193,APOTEK KIMIA FARMA 204 BANDUNG,JL. ABDURRAHMAN SALEH NO 39 BANDUNG,,22.0,0226016098,081342763089,0226016098,0226016098,7-6158639137,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 204 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
164,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301191,APOTEK KIMIA FARMA 127 BANDUNG,JL. RAYA UJUNGBERUNG NO 40 BANDUNG,,22.0,0227832602,081342763089,0227832602,0227832602,7-6158332076,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 127 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
165,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301204,APOTEK KIMIA FARMA 58 BANDUNG,"JL. PASIR KALIKI NO. 235, BANDUNG",,22.0,022203512,081342763089,022203512,022203512,7-6157604965,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 58 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
166,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301212,APOTEK KIMIA FARMA SULANJANA,"JL. SULANJANA NO 4, BANDUNG",,22.0,85880430,081342763089,85880430,85880430,7-6157186194,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA SULANJANA,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
167,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301203,APOTEK KIMIA FARMA 43 BANDUNG,JL. BUAH BATU NO 259 BANDUNG,,22.0,0227305019,081342763089,0227305019,0227305019,7-6157002923,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 43 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
168,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301192,APOTEK KIMIA FARMA 14 BANDUNG,"JL. CIHAMPELAS NO 7, BANDUNG",,22.0,0224201596,081342763089,0224201596,0224201596,7-6155915735,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 14 BANDUNG,BANDUNG,INDONESIA","Apotek Kimia Farma 14, 7, Jalan Cihampelas, Pamoyanan, Jawa Barat, 40117, Indonesia","(-6.9061492, 107.6042804, 0.0)",-6.9061492,107.6042804
169,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301189,APOTEK KIMIA FARMA 12 BANDUNG,"GEDUNG ASABA, JL. MERDEKA NO. 68, BANDUNG",,22.0,0224205421,081342763089,0224205421,0224205421,7-6155699114,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 12 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
170,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301188,APOTEK KIMIA FARMA 11 BANDUNG,JL. SUPRATMAN NO 72 BANDUNG,,22.0,0227271413,081342763089,0227271413,0227271413,7-6155355163,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 11 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
171,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-301187,APOTEK KIMIA FARMA 10 BANDUNG,JL. BRAGA NO 2-4 BANDUNG,,22.0,022  423 3615,081342763089,0224233615,0224233615,7-6153589063,KLINIK TC,17/Jan/2017 00:00:00,AKTIF,"APOTEK KIMIA FARMA 10 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
172,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-211104,RSU HERMINA PASTEUR,JL. DR DJUNDJUNAN NO 107,,22.0,,081220133525,0226072525,0226072525,7-5171029755,RUMAH SAKIT TC,18/Oct/2016 00:00:00,AKTIF,"RSU HERMINA PASTEUR,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
173,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-181153,RS MELINDA 2,"JL. DR. CIPTO NO. 1, PASIRKALIKI, CICENDO, JAWA BARAT",,22.0,,081322414435,0816600247,0816600247,7-4697776525,RUMAH SAKIT TC,14/Sep/2016 00:00:00,AKTIF,"RS MELINDA 2,BANDUNG,INDONESIA","RS Melinda 2, Jalan Pajajaran, Pamoyanan, Jawa Barat, 40171, Indonesia","(-6.9061518500000005, 107.59849786929425, 0.0)",-6.9061518500000005,107.59849786929425
174,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-181136,RSGM UNPAD,"JL. SEKELOA SELATAN I, BANDUNG 40132",,22.0,,0818207891,022-2533044,022-2533044,7-4474722653,RUMAH SAKIT TC,01/Sep/2016 00:00:00,AKTIF,"RSGM UNPAD,BANDUNG,INDONESIA","RSGM Unpad, Gang Bunga, Sekeloa, Jawa Barat, 40133, Indonesia","(-6.8905411999999995, 107.61934470804147, 0.0)",-6.8905411999999995,107.61934470804147
175,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,PPK-171120,KLINIK SEROJA MEDIKA CANGKUANG,JL RAYA SORENG BANJARAN NO123A,,,,081321134979,081320605293,081320605293,7-4406082675,KLINIK TC,18/Aug/2016 00:00:00,AKTIF,"KLINIK SEROJA MEDIKA CANGKUANG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
176,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,PPK-61061,RSU HERMINA ARCAMANIK,"JL. A H NASUTION NO. 50 BANDUNG, JAWA BARAT, 40291",,88.0,87242525,08121406631,87242525,87242525,7-2299406693,RUMAH SAKIT TC,01/Mar/2016 00:00:00,AKTIF,"RSU HERMINA ARCAMANIK,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
177,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,9649,RSUP HASAN SADIKIN BANDUNG,"JL. RAYA PASTEUR NO 36, BANDUNG",,22.0,2034953,,2034953,2034953,1500000001936,RUMAH SAKIT TC,09/Apr/2015 00:00:00,AKTIF,"RSUP HASAN SADIKIN BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
178,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,9647,RSKB HALMAHERA SIAGA,"JL.L.L.R.E.MARTADINATA NO.28, JAWA BARAT 40115",,22.0,4206061,,4206061,4206061,1500000001934,RUMAH SAKIT TC,28/Jun/2015 00:00:00,AKTIF,"RSKB HALMAHERA SIAGA,BANDUNG,INDONESIA","RSKB Halmahera Siaga, Jalan Halmahera, Tamansari, Jawa Barat, 40116, Indonesia","(-6.906700000000001, 107.61567672968363, 0.0)",-6.906700000000001,107.61567672968363
179,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8462,KLINIK  PRATAMA KIMIA FARMA 51 BANDUNG,JL.IR.H.JUANDA 69 BANDUNG,1-DNH-5726,22.0,4203331,"DRS. CHANDRA HARIBOWO,APT",84241458,84241458,1500000000834,KLINIK TC,18/Apr/2015 17:00:00,AKTIF,"KLINIK  PRATAMA KIMIA FARMA 51 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
180,K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,6616,RS BHAYANGKARA BANDUNG (TRAUMA CENTER),,,22.0,5229544,DR SETYO PURWANTO,,,1300000000042,RS. TRAUMA CENTRE,03/Dec/2012 17:00:00,AKTIF,"RS BHAYANGKARA BANDUNG (TRAUMA CENTER),BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
181,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8464,KLINIK  PRATAMA KIMIA FARMA SETIABUDI,JL.SETIABUDI 36 BANDUNG,1-DNH-5726,22.0,2038048,"HANI NOVIANTI,S.FARM,APT",87804760,87804760,1500000000835,KLINIK TC,18/Apr/2015 17:00:00,AKTIF,"KLINIK  PRATAMA KIMIA FARMA SETIABUDI,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
182,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,9127,RS. SALAMUN,"JL. CIUMBELUIT NO. 203, BANDUNG, JAWA BARAT, 40142",,22.0,2032090,IBU INKRIS,2032090,2032090,1500000001399,RUMAH SAKIT TC,17/May/2015 17:00:00,AKTIF,"RS. SALAMUN,BANDUNG,INDONESIA","Apotek RS AU dr M. Salamun, Jalan Punclut, Ledeng, Jawa Barat, 40142, Indonesia","(-6.8640425, 107.6048425, 0.0)",-6.8640425,107.6048425
183,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8467,KLINIK  PRATAMA KIMIA FARMA 14 BANDUNG,JL. CIHAMPELAS 7 BANDUNG,1-DNH-5726,22.0,4201596,"DRS. ONO DARSONO,APT",87804760,87804760,1500000000837,KLINIK TC,18/May/2015 17:00:00,AKTIF,"KLINIK  PRATAMA KIMIA FARMA 14 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
184,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8465,KLINIK  PRATAMA KIMIA FARMA SINDANGLAYA BANDUNG,JL. SUKAMISKIN 126B BANDUNG,1-DNH-5726,22.0,7178664,"LEA OKTAVIANI,S.FARM,APT",87804760,87804760,1500000000836,KLINIK TC,18/Apr/2015 17:00:00,AKTIF,"KLINIK  PRATAMA KIMIA FARMA SINDANGLAYA BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
185,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8286,RSU BUNGSU,"JL. VETERAN NO. 6, BANDUNG",,22.0,4231550,IBU ISTITI,081220340523,081220340523,1500000000697,RUMAH SAKIT TC,30/Mar/2015 17:00:00,AKTIF,"RSU BUNGSU,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
186,K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,8888,RUMAH SAKIT UMUM BINA SEHAT,JL. RAYA DAYEUH KOLOT NO.325,,22.0,5207963,"DR. H GUNTUR ALAMSYAH, MARS",5207963,5207963,1500000001175,RS. TRAUMA CENTRE,29/Apr/2015 17:00:00,AKTIF,"RUMAH SAKIT UMUM BINA SEHAT,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
187,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8461,KLINIK PRATAMA KIMIA FARMA 43 BANDUNG,JL. BUAH BATU 59 BANDUNG,1-DNH-5726,22.0,7305019,"DRS. MUHAMMAD HILMI,APT",84281458,84281458,1500000000833,KLINIK TC,18/Apr/2015 17:00:00,AKTIF,"KLINIK PRATAMA KIMIA FARMA 43 BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
188,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8031,RSUD KOTA BANDUNG,"JL. RUMAH SAKIT NO. 22, UJUNGBERUNG",,22.0,7811794,IBU SRI / BP HERI,,,1500000000460,RUMAH SAKIT TC,30/Nov/2014 17:00:00,AKTIF,"RSUD KOTA BANDUNG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
189,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,PPK-342542,PUSKESMAS SUKAJADI,JL.RAYA SOREANG-CIWIDEY KM-13,,81.0,322102045,081322102045,,,7-8802729314,KLINIK TC,,AKTIF,"PUSKESMAS SUKAJADI,BANDUNG,INDONESIA","Puskesmas Sukajadi, Jalan Sukagalih, komplek perumahan, Cipedes, Jawa Barat, 40161, Indonesia","(-6.8922267, 107.5943825, 0.0)",-6.8922267,107.5943825
190,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,8495,KLINIK SAHABAT SEHAT AMPUH,"JL TERUSAN KOPO NO 593 KM 11,5 DS PANGAUBAN KATAPANG",,22.0,5897000,DRS AHMAD SUHANDA,5897000,5897000,1500000000872,RS. TRAUMA CENTRE,26/Apr/2015 17:00:00,AKTIF,"KLINIK SAHABAT SEHAT AMPUH,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
191,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,PPK-342619,PUSKESMAS SUKAMANAH,JLN RAYA PINTU RT 05/01 DS. SUKAMANAH,,22.0,02271361802,,0225897521,0225897521,7-8815650575,KLINIK TC,,AKTIF,"PUSKESMAS SUKAMANAH,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
192,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,6803,RSUD AL IHSAN PROV. JABAR,JL KIASTRAMANGGALA - BALEENDAH,,22.0,5940872,"DRS AHMAD DAHLAN, MM",5940875,5940875,1400000000080,RS. TRAUMA CENTRE,18/Feb/2014 17:00:00,AKTIF,"RSUD AL IHSAN PROV. JABAR,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
193,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,5263,RS PINDAD,JL. GATOT SUBROTO NO.517 PAPANGGUNGAN BANDUNG,,22.0,7322468,KOMARUDIN,,,1100000000014,RS. TRAUMA CENTRE,31/Dec/2010 17:00:00,AKTIF,"RS PINDAD,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
194,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,5325,RUMAH SAKIT IMMANUEL,JL. KOPO NO 161 KOTA BANDUNG,,22.0,5201051,081223725611,5224216,5224216,1100000000025,RS. TRAUMA CENTRE,08/May/2011 17:00:00,AKTIF,"RUMAH SAKIT IMMANUEL,BANDUNG,INDONESIA","Rumah Sakit Immanuel, Gang Bapa Tata, Babakan Asih, Jawa Barat, 40235, Indonesia","(-6.935807199999999, 107.59653015314493, 0.0)",-6.935807199999999,107.59653015314493
195,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9224,KLINIK INSANIYAH MEDICAL CENTRE,JL TERUSAN AL FATHU KM 17  RT 05 RW 04 DESA PAMEKARAN SOREANG,1-DNH-5610,22.0,85874343,IBU SANTI / BP ASEP,85874343,85874343,1500000001538,RS. TRAUMA CENTRE,28/Apr/2015 17:00:00,AKTIF,"KLINIK INSANIYAH MEDICAL CENTRE,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
196,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9090,SANTOSA HOSPITAL BANDUNG KOPO,KH. WAHID HASYIM NO 461- 463 KOPO BANDUNG,,22.0,54280555,HARLANDI KARO KARO,4248333,4248333,1500000001388,RS. TRAUMA CENTRE,19/Jan/2015 17:00:00,AKTIF,"SANTOSA HOSPITAL BANDUNG KOPO,BANDUNG,INDONESIA","Santosa Hospital, Gang Haji Hamim, Margahayu Utara, Jawa Barat, 40223, Indonesia","(-6.95290465, 107.5864284282085, 0.0)",-6.95290465,107.5864284282085
197,K00,BANDUNG SUCI ,K00,KANWIL JAWA BARAT,8434,RS MATA CICENDO,JL. CICENDO NO. 4 BANDUNG,,22.0,4231280,"TIURMA SIMARMATA, SPD",4231281,4231281,1500000000801,KLINIK TC,12/Apr/2015 17:00:00,AKTIF,"RS MATA CICENDO,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
198,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,9226,RUMAH SAKIT UMUM DAERAH SOREANG,JL ALUN ALUN UTARA NO 1 SOREANG,,22.0,5891355,DR DENI JAENI,5897521,5897521,1500000001540,RS. TRAUMA CENTRE,28/Apr/2015 17:00:00,AKTIF,"RUMAH SAKIT UMUM DAERAH SOREANG,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
199,K15,BANDUNG LODAYA,K15,KANWIL JAWA BARAT,7298,RUMAH SAKIT RAJAWALI,JL RAJAWALI NO 38 RT 03 RW 10 KEC ANDIR,,22.0,6011913,BPK. SOPIAN,6031087,6031087,1400000000532,RS. TRAUMA CENTRE,29/Oct/2014 17:00:00,AKTIF,"RUMAH SAKIT RAJAWALI,BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
200,K12,BANDUNG SOEKARNO HATTA,K12,KANWIL JAWA BARAT,4044,RS AMC (TRAUMA CENTRE),JL. RAYA CILEUNYI RANCAEKEK,,22.0,7781630,DR. FERY FARDIAN,7781630,7781630,0900000000038,RS. TRAUMA CENTRE,07/Apr/2009 17:00:00,AKTIF,"RS AMC (TRAUMA CENTRE),BANDUNG,INDONESIA",,"(0.0, 0.0, 0.0)",0.0,0.0
