KODE_KANTOR,KANTOR_CABANG,KODE_KANWIL,KANWIL,KODE_PPK,NAMA_PPK,ALAMAT_PPK,KODE_POS_PPK,TELEPON_AREA_PPK,TELEPON_PPK,CONTACT_PERSON,TELEPON_PEMILIK,TELEPON_EXT_PEMILIK,NO_PPK,JENIS_FASKES,TGL_PPK,STATUS
N12,GRESIK,N12,KANWIL JATIM,PPK-301259,PRIMA MEDIKA WRINGINANOM,JL RY SUMBERAME DS GROMPOL WRINGINANOM GRESIK,,,,0811341270,0811341270,0811341270,7-6636714484,KLINIK TC,,AKTIF
N10,BOJONEGORO,N10,KANWIL JATIM,PPK-301301,RUMAH SAKIT MUHAMMADIYAH LAMONGAN,JL. JAKSA AGUNG SUPRAPTO NO.76,,0322,,085733551998,,,7-6635914773,RUMAH SAKIT TC,01/Feb/2017 00:00:00,AKTIF
N12,GRESIK,N12,KANWIL JATIM,PPK-301256,KLINIK JAMSOSTEK 20,JL. RAYA SURABAYA KM. 44 KRAMAT TUMENGGUNG TARIK SIDAORJO,,,,0811341270,0811341270,0811341270,7-6635848643,KLINIK TC,,AKTIF
P00,PONTIANAK,P00,KANWIL KALIMANTAN,PPK-301258,RSU ST ANTONIUS PONTIANAK,JL KH WAHID HASYIM NO. 249,,0561,,08134513146,,,7-6634704633,RUMAH SAKIT TC,,AKTIF
B06,BINJAI,B06,KANWIL SUMBAGUT,PPK-301303,RSU TERE MARGARETH,JL RING ROAD GAGAK HITAM NO 11-14,,,0618226089,085270231546,,,7-6633211074,RUMAH SAKIT TC,01/Feb/2017 00:00:00,AKTIF
N03,JEMBER,N03,KANWIL JATIM,PPK-301255,KLINIK PRATAMA RAWAT INAP DR M SUHERMAN,JL KARIMATA NO 49 JEMBER,,0331,,085233003383,0331326091,0331326091,7-6633249333,KLINIK TC,,AKTIF
B06,BINJAI,B06,KANWIL SUMBAGUT,PPK-301304,KLINIK PRATAMA DENDANG TIRTA,JL SUDIRMAN KEL SEI DENDANG,,,061-8910343,081362099004,081362099004,081362099004,7-6632591613,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301252,KLINIK PRAMESWARI,JL. GUBENG KERTAJAYA VC NO.24,,031,0315029118,081216098888,,,7-6557998993,KLINIK TC,30/Jan/2017 00:00:00,AKTIF
A01,BANDA ACEH ,A01,KANWIL SUMBAGUT,PPK-301250,RSUD TGK. CHIK DITIRO SIGLI,JL PROF A MAJID IBRAHIM SIGLI,,0653,,08126943314,,,7-6553641480,RUMAH SAKIT TC,,AKTIF
G01,BENGKULU,G01,KANWIL SUMBAGSEL,PPK-301251,KLINIK PRATAMA RIZKY MEDIKA,"JALAN RAYA BENGKULU-CURUP KM 14 KEMBANG SERI KECAMATAN TALANG EMPAT, KABUPATEN BENGKULU TENGAH",,0857,64921509,081381733307,081381733307,081381733307,7-6553415573,KLINIK TC,,AKTIF
N01,KEDIRI,N01,KANWIL JATIM,PPK-301253,RS AMELIA,JL. PAHLAWAN 25 A PARE KEDIRI JAWA TIMUR,,0354,0354394118,0816567710,0354394118,0354394118,7-6551151067,RUMAH SAKIT TC,,AKTIF
L02,CILACAP,L02,KANWIL JATENG DAN DIY,PPK-311133,RSUD DR SOEDIRMAN KEBUMEN,JL LINGKAR SELATAN DESA MUKTISARI KEC KEBUMEN KAB KEBUMEN,,,,081804721789,,,7-6550605073,RUMAH SAKIT TC,,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301289,KLINIK OPTIMA,JL. RUNGKUT MAPAN UTARA CA-20 SURABAYA,,,031-87112203,08175124678,,,7-6541966601,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301288,KLINIK NURANI,JL. RAYA KEBON AGUNG NO. 48 SUKODONO SIDOARJO,,,031 58834723,087851715294,087851715294,087851715294,7-6541155780,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301287,KLINIK MITRA 94,"JL. RAYA KETIMANG NO.10, KETIMANG, KEC. SIDOARJO",,,0812-3459-9444,082230000091,,,7-6540934059,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301286,KLINIK MITRA 62,JALAN RAYA KRIAN NO 428 RUKO KRIANINDO BLOK A9 KRIAN,,,082230000091,082230000091,,,7-6541041254,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301281,KLINIK 63,"JALAN LETJEN KH BAJURI NOMOR 79 TAMBAKREJO, WARU, SIDOARJO.",,,085655399972,0816562757,DR. ARIF WIDODO,DR. ARIF WIDODO,7-6540972993,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301280,KLINIK 57,"JL. LETJEN SUTOYO NOMOR 4 MEDAENG, WARU, SIDOARJO",,,085655399972,0816562757,0816562757,0816562757,7-6540881028,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301291,KLINIK WIETA RELASA MEDIKA,"RUKO CENTRAL SQUARE BLOK B-10,                  JL. A. YANI NO. 41-43 GEDANGAN SIDOARJO",,,031-8547511,081331358200,031-8547511,031-8547511,7-6540807287,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301284,KLINIK KARTINI,JL. CIPTA MENANGGAL 1 NO. 11 A SURABAYA,,,031 8721711,081332857305,031 8721711,031 8721711,7-6540693626,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301290,KLINIK WIDYA MANDIRI,JL. KALI RUNGKUT 27 D -18 SURABAYA,,,031 8721711,081332857305,031 8721711,031 8721711,7-6539662767,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301285,KLINIK KESEJAHTERAAN 11,"JL. RUNGKUT MAPAN UTARA NO. 8  ( LAMA : RUKO RUNGKUT MAPAN UTARA AA -17), RUNGKUT , SURABAYA",,,031-8706755,031 8709340,031-8706755,031-8706755,7-6539851825,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301282,KLINIK ASHABUL KAHFI 60,"JL. MERBABU BLOK A-5, KEPUH KIRIMAN, WARU, SIDOARJO",,,031-8666334,08331342305,,,7-6537930114,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
D03,DUMAI,D03,KANWIL SUMBARRIAU,PPK-301257,BALAI LATIHAN KERJA DINAS TENAGA KERJA & TRANSMIGRASI KOTA DUMAI,JL KESEHATAN NO 5,,,,,,,7-6522030973,BLK / TRAINING CENTRE,,AKTIF
100,PAPUA BARAT,100,KANWIL BANUSPA,PPK-321798,BALAI LATIHAN KERJA KOTA SORONG,JALAN BASUKI RAHMAT KM 9.5 KOTA SORONG,,,,,,,7-6500870483,BLK / TRAINING CENTRE,01/Apr/2017 00:00:00,AKTIF
D05,DURI,D05,KANWIL SUMBARRIAU,PPK-301283,KLINIK HORPINTA MEDICAL CENTER,JL. SIMPANG LIBO BARU KM.79 KANDIS,,,,082370821877,085271164687,085271164687,7-6496107109,KLINIK TC,01/Feb/2017 00:00:00,AKTIF
K03,CIREBON,K03,KANWIL JAWA BARAT,PPK-512436,RS SUMBER WARAS,JL.URIP SUMOHARJO NO.5,,0813,24422008,081324422008,0231341079,0231341079,7-6488467045,RUMAH SAKIT TC,02/Jan/2018 00:00:00,AKTIF
N08,BLITAR,N08,KANWIL JATIM,PPK-301243,KLINIK UTAMA RAWAT INAP BUDI ASIH,JL MAYJEN SUNGKONO NO 80,,,0355794690,08123391859,0355794690,0355794690,7-6486118599,KLINIK TC,,AKTIF
D03,DUMAI,D03,KANWIL SUMBARRIAU,PPK-301245,PKM BAGAN BATU,JL JEND SUDIRMAN NO 562 BAGAN BATU,,,,08126809007,,,7-6484239673,KLINIK TC,23/Jan/2017 00:00:00,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301242,RS. HUSADA UTAMA SURABAYA,JL. PROF. DR. MOESTOPO  NO. 31-35,,031,0315018335,082245042810,0315018335,0315018335,7-6481990897,RUMAH SAKIT TC,23/Jan/2017 00:00:00,AKTIF
D04,RENGAT,D04,KANWIL SUMBARRIAU,PPK-301249,KLINIK M-SEHAT,DESA TANJUNG SIMPANG PELANGIRAN,,,,08116176943,08116176943,08116176943,7-6481292194,KLINIK TC,26/Jan/2017 00:00:00,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301233,KLINIK M-IV SEHAT KCP BUKIT INDAH,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479784033,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301234,KLINIK M-IV SEHAT KCP NATAI BARU,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479755572,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301235,KLINIK M-IV SEHAT KCP TANGGAR,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479679001,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301236,KLINIK M-IV SEHAT KCP TANAH PUTIH,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479601160,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301237,KLINIK M-IV SEHAT KCP TUMBANG SEPAYANG,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479548379,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301238,KLINIK M-IV SEHAT KCP BUKIT LIMAS,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479475898,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301239,KLINIK M-IV SEHAT KCP BUKIT LINANG,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6479414897,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301240,KLINIK M-IV SEHAT KCP SERANAU,JL. JEND SUDIRMAN KM. 86 SAMPIT,,,,08116054503,,,7-6478938446,KLINIK TC,,AKTIF
R01,SAMPIT,R01,KANWIL KALIMANTAN,PPK-301241,KLINIK M IV SEHAT,JL. JEND SUDIRMAN KM 86,,,,,,,7-6477908363,KLINIK TC,,AKTIF
H00,BANDAR LAMPUNG ,H00,KANWIL SUMBAGSEL,PPK-301248,RS BHAYANGKARA POLDA LAMPUNG,JL.PRAMUKA NO2 RAJABASA,,0721,,082180165311,,,7-6475708143,RUMAH SAKIT TC,,AKTIF
D07,BATAM SEKUPANG,D07,KANWIL SUMBARRIAU,PPK-301232,RUMAH SAKIT OTORITA BATAM - BP BATAM,JL DR CIPTO MANGUNKUSUMO,,0778,0778-322121,081276304404,0778-322121,0778-322121,7-6471503423,RUMAH SAKIT TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301231,RS. BEDAH SURABAYA,JL. RAYA MANYAR NO. 9,,031,0315999369,,,,7-6468088693,RUMAH SAKIT TC,20/Jan/2017 00:00:00,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301230,KLINIK MATA TRITYA,JL. BARATAJAYA 59 BLOK A-3,,031,0315022048,085104353170,0818318780,0818318780,7-6463227673,KLINIK TC,20/Jan/2017 00:00:00,AKTIF
A03,MEULABOH,A03,KANWIL SUMBAGUT,PPK-301229,RSUD KABUPATEN NAGAN RAYA,"JLN. NASIONAL (MEULABOH - TAPAKTUAN ) KM. 28,5 DESA UJONG PATIHAH KECAMATAN KUALA. KABUPATEN NAGAN RAYA",,,,085260508144,,,7-6447487373,RUMAH SAKIT TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301226,RS KATOLIK ST.VINCENTIUS A PAULO,JL DIPONEGORO NO 51 SURABAYA,,,0315677562,08123519614,,,7-6440767633,RUMAH SAKIT TC,18/Jan/2017 00:00:00,AKTIF
B06,BINJAI,B06,KANWIL SUMBAGUT,PPK-301225,KLINIK ANUGRAH,JL GUMBA NO 6 LINGK X CENGKEH TURI,,,081396665180,081396665180,,,7-6430859864,KLINIK TC,18/Jan/2017 00:00:00,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301220,PUSKESMAS TEGALLALANG I,JL. RAYA TEGALLALANG DS TEGALLALANG KEC TEGALLALANG - GIANYAR,,0361,97648400,081860766000,0361975484,0361975484,7-6430478173,KLINIK TC,,AKTIF
B06,BINJAI,B06,KANWIL SUMBAGUT,PPK-301228,KLINIK PRATAMA INDOSEHAT,JL TANDEM HILIR PASAR I,,,081294022407,081294022407,081294022407,081294022407,7-6430453393,KLINIK TC,17/Jan/2017 00:00:00,AKTIF
J0P,JAKARTA SLIPI ,J0P,KANWIL DKI JAKARTA,PPK-301217,RSAB HARAPAN KITA,JL JEND LETJEND S PARMAN KAV 87 SLIPI,,021,,081293702885,0215668286,0215668286,7-6429145413,RUMAH SAKIT TC,,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301221,PUSKESMAS PAYANGAN,"JL. GIRI KESUMA, DS MELINGGIH, KEC PAYANGAN - GIANYAR",,0361,97821400,081338448175,97821400,97821400,7-6426439213,KLINIK TC,,AKTIF
G02,PANGKAL PINANG,G02,KANWIL SUMBAGSEL,PPK-301190,RSUD DR H MARSIDI JUDONO,JEND SUDIRMAN TANJUNG PANDAN,,,0719021071,08170758008,,,7-6415442577,RUMAH SAKIT TC,,AKTIF
D02,BATAM NAGOYA,D02,KANWIL SUMBARRIAU,PPK-301227,KLINIK NAYAKA 05 BATAM CENTRE,JALAN HANG KESTURI KOMP. RUKO GLORY VIEW 2 BLOK A3-2 BATAM CENTRE,,0778,0778-322259,081261515880,0778-457857,0778-457857,7-6414626123,KLINIK TC,18/Jan/2017 00:00:00,AKTIF
J03,JAKARTA KELAPA GADING ,J03,KANWIL DKI JAKARTA,PPK-301184,PUSKESMAS KELURAHAN GADING BARAT,JALAN INSPEKSI KALI SUNTER NO.16,,,,,,,7-6410472615,KLINIK TC,16/Jan/2017 00:00:00,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301181,KLINIK ULTRA MEDICA,JL. NIAS NO. 26 SURABAYA,,031,0315032055,081336454344,0315032055,0315032055,7-6401734023,KLINIK TC,16/Jan/2017 00:00:00,AKTIF
N09,MADURA,N09,KANWIL JATIM,PPK-301222,RSI GARAM KALIANGET SUMENEP,JLN RAYA KALIANGET NO 01 SUMENEP,,0328,0328664350,082330701114,0328664350,0328664350,7-6391303983,RUMAH SAKIT TC,,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301179,KLINIK PRATAMA AMANINA MEDIKA,JL. MOJO KIDUL 113 B (111 KAV 3) SURABAYA,,,,081334510600,,,7-6388153594,KLINIK TC,13/Jan/2017 00:00:00,AKTIF
N00,SURABAYA KARIMUNJAWA,N00,KANWIL JATIM,PPK-301178,RS ORTHOPEDI&TRAUMATOLOGI SURABAYA,EMERALD MANSION BLOK TX NO. 10 CITRALAND SURABAYA,,031,57431299,081703809071,57431299,57431299,7-6387979533,RUMAH SAKIT TC,13/Jan/2017 00:00:00,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-301177,RS MITRA KELUARGA KENJERAN,JL KENJERAN NO 506 SURABAYA,,031,031 99000880,081216134599,0317345333,0317345333,7-6387158735,RUMAH SAKIT TC,12/Jan/2017 00:00:00,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-301176,RS MITRA KELUARGA WARU,JL JEND S PARMAN NO 8 WARU,,031, 8542111,081331388378,0317345333,0317345333,7-6387040784,RUMAH SAKIT TC,12/Jan/2017 00:00:00,AKTIF
N13,SURABAYA DARMO,N13,KANWIL JATIM,PPK-301175,RS MITRA KELUARGA DARMO,SATELIT INDAH II DARMO SATELIT SURABAYA,,031,0317345333,089657051222,,,7-6386739083,RUMAH SAKIT TC,12/Jan/2017 00:00:00,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301171,PUSKESMAS GAMPING I,JL WATES KM 5 DELISAN DUSUN AMBARKETAWANG,,0274,02746499870,08164223642,0274868409,0274868409,7-6378499932,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301172,PUSKESMAS GAMPING II,JALAN TURUSAN DUSUN BANYURADEN GAMPING,,0274,0274626446,081391850325,0274868409,0274868409,7-6378047081,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301173,PUSKESMAS GODEAN I,ALAMAT PANDEAN VII SIDOLUHUR GODEAN,,0274,0274797534,0274797534,0274868409,0274868409,7-6377820540,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301174,PUSKESMAS GODEAN II,NOGOSARI DUSUN SIDOKARTO GODEAN,,0274,02746496511,02746496511,0274868409,0274868409,7-6377624099,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301169,PUSKESMAS MINGGIR,DUSUN SENDANG AGUNG MINGGIR,,,,+628112645117,0274868409,0274868409,7-6377399658,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301170,PUSKESMAS SEYEGAN,DUSUN PETE MARGOKATEN SEYEGAN,,0274,02744364822,08156891602,0274868409,0274868409,7-6377190407,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301168,PUSKESMAS MOYUDAN,DUSUN SUMBERAGUNG MOYUDAN SLEMAN,,0274,02746497173,085729514422,0274868409,0274868409,7-6375783316,KLINIK TC,,AKTIF
J00,JAKARTA SALEMBA,J00,KANWIL DKI JAKARTA,PPK-301180,RSUD CEMPAKA PUTIH,JL RAWASARI SELATAN NO 1 JAKARTA PUSAT 10510,,021,021-4224243,081211690000,021-4224243,021-4224243,7-6375656103,RUMAH SAKIT TC,13/Jan/2017 00:00:00,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301167,PUSKESMAS MLATI I,JL INTAN KUTU TEGAL SINDUADI,,0274,02744539614,087839008995,0274868409,0274868409,7-6375661505,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301165,PUSKESMAS MLATI II,CEBONGAN SUMBERADI MLATI,,0274,02744363971,08122715042,0274868409,0274868409,7-6375530164,KLINIK TC,,AKTIF
L02,CILACAP,L02,KANWIL JATENG DAN DIY,PPK-341982,PUSKESMAS PONCOWARNO,"GG. PUSKESMAS DS. PETANAHAN KM 10, KEC. PETANAHAN",,,,,,,7-8086344631,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301158,PUSKESMAS BERBAH,SRIBIT SENDANGTIRTO BERBAH,,0274,02744363274,0817366206,0274868409,0274868409,7-6372225985,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301159,PUSKESMAS KALASAN,JL SOLO KM 13 DUSUN TIRTOMARTANI,,0274,0274497471,0274497471,0274868409,0274868409,7-6372043054,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301160,PUSKESMAS DEPOK 1,RINGINSARI DUSUN MAGUWOHARJO,,0274,0274486852,08562887872,0274868409,0274868409,7-6371824123,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301161,PUSKESMAS DEPOK II,JALAN LELY III PERUMNAS CONDONG CATUR,,0274,0274887797,08175456969,0274868409,0274868409,7-6371651672,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301163,PUSKESMAS NGEMPLAK II,JETIS WIDODOMARTANI NGEMPLAK,,0274,02744461277,08121597461,0274868409,0274868409,7-6371556131,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301162,PUSKESMAS NGAGLIK I,GONDANGAN SARDONOHARJO NGAGLIK,,0274,0274888958,085643913790,0274868409,0274868409,7-6369235620,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301154,PUSKESMAS SLEMAN,KRING I TRIHARJO,,0274,0274686374,087838314756,0274868409,0274868409,7-6369099757,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301155,PUSKESMAS TEMPEL I,"JL MAGELANG KM 17,5",,0274,02744363045,081215515665,0274 868409,0274 868409,7-6368964576,KLINIK TC,,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301156,PUSKESMAS TEMPEL II,KEMUSUH BANYUREJO TEMPEL,,0274,08112645488,081392168420,0274868409,0274868409,7-6368673125,KLINIK TC,,AKTIF
H01,LAMPUNG TENGAH,H01,KANWIL SUMBAGSEL,8836,PUSKESMAS PONCOWARNO,"DS. PONCOWARNO, KEC. KALIREJO",,,,,529838,529838,1500000001166,KLINIK TC,04/Jan/2015 17:00:00,AKTIF
L03,YOGYAKARTA,L03,KANWIL JATENG DAN DIY,PPK-301153,PUSKESMAS CANGKRINGAN,JALAN RAYA CANGKRINGAN DUSUN ARGOMULYO,,0274,02742860007,081328565515,0274868409,0274868409,7-6366892183,KLINIK TC,,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301152,PUSKESMAS UBUD II,BR KUTUH DS SAYAN KEC UBUD - GIANYAR,,0361,97011200,085237666603,97011200,97011200,7-6359640343,KLINIK TC,,AKTIF
L08,KLATEN,L08,KANWIL JATENG DAN DIY,PPK-301150,RS DR. OEN SAWIT,KATEGUHAN SAWIT BOYOLALI,,0271,0271-782420,082136665465,0271-782420,0271-782420,7-6351961933,RUMAH SAKIT TC,,AKTIF
X01,NUSA TENGGARA TIMUR,X01,KANWIL BANUSPA,PPK-301151,RSUD WAIKABUBAK,JALAN ADIYAKSA KM 03,,,,081339397564,,,7-6352231853,RUMAH SAKIT TC,11/Jan/2017 00:00:00,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301149,PUSKESMAS BLAHBATUH II,JL. WISMA GAJAH MADA NO. 46 BLAHBATUH - GIANYAR,,0361,94277100,087861195179,94277100,94277100,7-6347936105,KLINIK TC,,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301148,PUSKESMAS TAMPAKSIRING II,"JL. RAYA TAMPAKSIRING BR PEDAPDAPAN, PEJENG, TAMPAKSIRING - GIANYAR",,0361,98184700,082144573434,98184700,98184700,7-6347532324,KLINIK TC,,AKTIF
J02,JAKARTA GROGOL,J02,KANWIL DKI JAKARTA,PPK-301147,PUSKESMAS KELURAHAN MERUYA SELATAN II,JL RAYA SAABA RT 07/03 KOMP WALIKOTA,,021,0215859081,085717240278,0215859081,0215859081,7-6290820310,KLINIK TC,09/Jan/2017 00:00:00,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301146,PUSKESMAS SUKAWATI II,"JL. KESAWA NO. 1 BR NEGARI DS SINGAPADU TENGAH, SUKAWATI - GIANYAR",,0361,29417100,081338355397,29417100,29417100,7-6290823791,KLINIK TC,,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301144,PUSKESMAS GIANYAR I,JL. LEGONG KERATON BR PASEKAN DS TEMESI - GIANYAR,,0361,94830900,0895343574794,94830900,94830900,7-6278891805,KLINIK TC,,AKTIF
X04,BALI GIANYAR,X04,KANWIL BANUSPA,PPK-301143,PUSKESMAS BLAHBATUH I,"JL RAYA KERAMAS, BLAHBATUH - GIANYAR",,0361,94219800,081239195636,94219800,94219800,7-6278513924,KLINIK TC,,AKTIF
N15,SURABAYA RUNGKUT,N15,KANWIL JATIM,PPK-301142,KLINIK NURANI JAYA 83,JALAN K H ABDUL KARIM NO 17 RUNGKUT MENANGGAL SURABAYA,,,0318713409,081330193538,081331212060,081331212060,7-6274668767,KLINIK TC,,AKTIF
L08,KLATEN,L08,KANWIL JATENG DAN DIY,PPK-301130,RSUD BAGAS WARAS KABUPATEN KLATEN,JL IR SOEKARNO KM 2 BUNTALAN KLATEN TENGAH,,0272,,081329924884,02723359188,02723359188,7-6255724915,RUMAH SAKIT TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301131,UPT PUSKESMAS II PEKUTATAN,"GUMBRIH, PEKUTATAN, GUMBRIH, JEMBRANA, KABUPATEN JEMBRANA",,,036541210,036541210,,,7-6256403991,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301132,UPT PUSKESMAS I PEKUTATAN,"DESA PEKUTATAN, KEC. PEKUTATAN",,,036540512,036541210,,,7-6256128920,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301133,UPT PUSKESMAS II MENDOYO,"JL. RAYA DENPASAR - GILIMANUK, YEH EMBANG, MENDOYO, KABUPATEN JEMBRANA",,,,036541210,036541210,036541210,7-6255687409,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301134,UPT PUSKESMAS I MENDOYO,"DESA PERGUNG, KEC. MENDOYO",,,036542610,036541210,036541210,036541210,7-6255294828,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301135,UPT PUSKESMAS II JEMBRANA,"JL. RAYA DENPASAR - GILIMANUK, YEH EMBANG, MENDOYO, KABUPATEN JEMBRANA",,,,036541210,036541210,036541210,7-6254478807,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301136,UPT PUSKESMAS I JEMBRANA,"DESA DANGIN TUKADAYA, KEC. NEGARA",,,036540018,036541210,036541210,036541210,7-6253755326,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301137,UPT PUSKESMAS II NEGARA,"DESA PENGAMBENGAN, NEGARA, KAB JEMBRANA",,,081933047617,036541210,,,7-6250925995,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
X00,BALI DENPASAR,X00,KANWIL BANUSPA,PPK-301138,UPT PUSKESMAS I NEGARA,"DESA DANGIN TUKADAYA, KEC. NEGARA",,,,036241210,036544192,036544192,7-6249342614,KLINIK TC,06/Jan/2017 00:00:00,AKTIF
K16,BOGOR CILEUNGSI  ,K16,KANWIL JAWA BARAT,PPK-321159,KLINIK YAPIDA 2,JALAN UTAMA GRAND KAHURIPAN CLUSTER SINDORO BLOK DF 5-6 DESA DAYEUH CILEUNGSI ¿ BOGOR,,,,081318694680,081318694680,081318694680,7-6239646639,KLINIK TC,16/Feb/2017 00:00:00,AKTIF
